"id";"tiempo_lectura";"puerta";"distancia";"movimiento";"luz";"veracidad"
"2551";"23:03:17";"0";"100";"0";"0";"1"
"2552";"23:03:21";"0";"100";"0";"0";"1"
"2553";"23:03:25";"0";"100";"0";"0";"1"
"2554";"23:03:29";"0";"100";"0";"0";"1"
"2555";"23:03:33";"0";"100";"0";"0";"1"
"2556";"23:03:37";"0";"100";"0";"0";"1"
"2557";"23:03:41";"0";"100";"0";"0";"1"
"2558";"23:03:45";"0";"100";"0";"0";"1"
"2559";"23:03:49";"0";"100";"0";"0";"1"
"2560";"23:03:53";"0";"100";"0";"0";"1"
"2561";"23:03:57";"0";"100";"0";"0";"1"
"2562";"23:04:01";"0";"100";"0";"0";"1"
"2563";"23:04:05";"0";"100";"0";"0";"1"
"2564";"23:04:09";"0";"100";"0";"0";"1"
"2565";"23:04:13";"0";"100";"0";"0";"1"
"2566";"23:04:17";"0";"100";"0";"0";"1"
"2567";"23:04:21";"0";"100";"0";"0";"1"
"2568";"23:04:25";"0";"100";"0";"0";"1"
"2569";"23:04:29";"0";"100";"0";"0";"1"
"2570";"23:04:33";"0";"100";"0";"0";"1"
"2571";"23:04:37";"0";"100";"0";"0";"1"
"2572";"23:04:41";"0";"100";"0";"0";"1"
"2573";"23:04:46";"0";"100";"0";"0";"1"
"2574";"23:04:50";"0";"100";"0";"0";"1"
"2575";"23:04:54";"0";"100";"0";"0";"1"
"2576";"23:04:58";"0";"100";"0";"0";"1"
"2577";"23:05:02";"0";"100";"0";"0";"1"
"2578";"23:05:06";"0";"100";"0";"0";"1"
"2579";"23:05:10";"0";"100";"0";"0";"1"
"2580";"23:05:14";"0";"100";"0";"0";"1"
"2581";"23:05:18";"0";"100";"0";"0";"1"
"2582";"23:05:22";"0";"100";"0";"0";"1"
"2583";"23:05:26";"0";"100";"0";"0";"1"
"2584";"23:05:30";"0";"100";"0";"0";"1"
"2585";"23:05:34";"0";"100";"0";"0";"1"
"2586";"23:05:38";"0";"100";"0";"0";"1"
"2587";"23:05:42";"0";"100";"0";"0";"1"
"2588";"23:05:46";"0";"100";"0";"0";"1"
"2589";"23:05:50";"0";"100";"0";"0";"1"
"2590";"23:05:54";"0";"100";"0";"0";"1"
"2591";"23:05:58";"0";"100";"0";"0";"1"
"2592";"23:06:02";"0";"100";"0";"0";"1"
"2593";"23:06:06";"0";"100";"0";"0";"1"
"2594";"23:06:10";"1";"58";"0";"0";"0"
"2595";"23:06:14";"0";"54";"0";"0";"0"
"2596";"23:06:18";"0";"0";"0";"0";"0"
"2597";"23:06:22";"0";"0";"0";"0";"0"
"2598";"23:06:26";"0";"0";"0";"0";"0"
"2599";"23:06:30";"0";"41";"0";"0";"0"
"2600";"23:06:35";"0";"0";"0";"0";"0"
"2601";"23:06:39";"1";"0";"0";"0";"0"
"2602";"23:06:43";"0";"5";"0";"0";"0"
"2603";"23:06:47";"1";"100";"1";"0";"0"
"2604";"23:06:51";"0";"45";"0";"0";"0"
"2605";"23:06:55";"0";"28";"0";"0";"0"
"2606";"23:06:59";"0";"36";"0";"0";"0"
"2607";"23:07:03";"0";"26";"0";"0";"0"
"2608";"23:07:07";"0";"0";"0";"0";"0"
"2609";"23:07:11";"1";"0";"0";"0";"0"
"2610";"23:07:15";"0";"0";"0";"0";"0"
"2611";"23:07:19";"1";"0";"0";"1";"0"
"2612";"23:07:23";"0";"0";"0";"0";"0"
"2613";"23:07:27";"1";"100";"1";"0";"0"
"2614";"23:07:31";"0";"100";"0";"0";"1"
"2615";"23:07:35";"0";"100";"0";"0";"1"
"2616";"23:07:39";"0";"100";"0";"0";"1"
"2617";"23:07:44";"0";"100";"0";"0";"1"
"2618";"23:07:48";"0";"100";"0";"0";"1"
"2619";"23:07:52";"0";"100";"0";"0";"1"
"2620";"23:07:56";"0";"100";"0";"0";"1"
"2621";"23:08:00";"0";"100";"0";"0";"1"
"2622";"23:08:04";"0";"100";"0";"0";"1"
"2623";"23:08:08";"0";"100";"0";"0";"1"
"2624";"23:08:12";"0";"100";"0";"0";"1"
"2625";"23:08:16";"0";"100";"0";"0";"1"
"2626";"23:08:20";"0";"100";"0";"0";"1"
"2627";"23:08:24";"0";"100";"0";"0";"1"
"2628";"23:08:28";"0";"100";"0";"0";"1"
"2629";"23:08:32";"0";"100";"0";"0";"1"
"2630";"23:08:36";"0";"100";"0";"0";"1"
"2631";"23:08:40";"0";"100";"0";"0";"1"
"2632";"23:08:44";"0";"100";"0";"0";"1"
"2633";"23:08:48";"0";"100";"0";"0";"1"
"2634";"23:08:52";"0";"100";"0";"0";"1"
"2635";"23:08:56";"0";"100";"0";"0";"1"
"2636";"23:09:00";"0";"100";"0";"0";"1"
"2637";"23:09:04";"0";"100";"0";"0";"1"
"2638";"23:09:08";"0";"100";"0";"0";"1"
"2639";"23:09:12";"0";"100";"0";"0";"1"
"2640";"23:09:16";"0";"100";"0";"0";"1"
"2641";"23:09:20";"0";"100";"0";"0";"1"
"2642";"23:09:24";"0";"100";"0";"0";"1"
"2643";"23:09:28";"0";"100";"0";"0";"1"
"2644";"23:09:33";"0";"100";"0";"0";"1"
"2645";"23:09:37";"0";"100";"0";"0";"1"
"2646";"23:09:41";"0";"100";"0";"0";"1"
"2647";"23:09:45";"0";"100";"0";"0";"1"
"2648";"23:09:49";"0";"100";"0";"0";"1"
"2649";"23:09:53";"0";"100";"0";"0";"1"
"2650";"23:09:57";"0";"100";"0";"0";"1"
"2651";"23:10:01";"0";"100";"0";"0";"1"
"2652";"23:10:05";"0";"100";"0";"0";"1"
"2653";"23:10:09";"0";"100";"0";"0";"1"
"2654";"23:10:13";"0";"100";"0";"0";"1"
"2655";"23:10:17";"0";"100";"0";"0";"1"
"2656";"23:10:21";"0";"100";"0";"0";"1"
"2657";"23:10:25";"0";"100";"0";"0";"1"
"2658";"23:10:29";"0";"100";"0";"0";"1"
"2659";"23:10:33";"0";"100";"0";"0";"1"
"2660";"23:10:37";"0";"100";"0";"0";"1"
"2661";"23:10:41";"0";"100";"0";"0";"1"
"2662";"23:10:45";"0";"100";"0";"0";"1"
"2663";"23:10:49";"0";"100";"0";"0";"1"
"2664";"23:10:53";"0";"100";"0";"0";"1"
"2665";"23:10:57";"0";"100";"0";"0";"1"
"2666";"23:11:01";"0";"100";"0";"0";"1"
"2667";"23:11:05";"0";"100";"0";"0";"1"
"2668";"23:11:09";"0";"100";"0";"0";"1"
"2669";"23:11:13";"0";"100";"0";"0";"1"
"2670";"23:11:17";"0";"100";"0";"0";"1"
"2671";"23:11:21";"0";"100";"0";"0";"1"
"2672";"23:11:26";"0";"100";"0";"0";"1"
"2673";"23:11:30";"0";"100";"0";"0";"1"
"2674";"23:11:34";"0";"100";"0";"0";"1"
"2675";"23:11:38";"0";"100";"0";"0";"1"
"2676";"23:11:42";"0";"100";"0";"0";"1"
"2677";"23:11:46";"0";"100";"0";"0";"1"
"2678";"23:11:50";"0";"100";"0";"0";"1"
"2679";"23:11:54";"0";"100";"0";"0";"1"
"2680";"23:11:58";"0";"100";"0";"0";"1"
"2681";"23:12:02";"0";"100";"0";"0";"1"
"2682";"23:12:06";"0";"100";"0";"0";"1"
"2683";"23:12:10";"0";"100";"0";"0";"1"
"2684";"23:12:14";"0";"100";"0";"0";"1"
"2685";"23:12:18";"0";"100";"0";"0";"1"
"2686";"23:12:22";"0";"100";"0";"0";"1"
"2687";"23:12:26";"0";"100";"0";"0";"1"
"2688";"23:12:30";"0";"100";"0";"0";"1"
"2689";"23:12:34";"0";"100";"0";"0";"1"
"2690";"23:12:38";"0";"100";"0";"0";"1"
"2691";"23:12:42";"1";"100";"1";"0";"0"
"2692";"23:12:46";"0";"0";"0";"0";"0"
"2693";"23:12:50";"1";"100";"1";"0";"0"
"2694";"23:12:54";"1";"100";"1";"0";"0"
"2695";"23:12:58";"1";"0";"0";"1";"0"
"2696";"23:13:02";"1";"0";"0";"1";"0"
"2697";"23:13:06";"0";"40";"0";"0";"0"
"2698";"23:13:10";"1";"0";"0";"0";"0"
"2699";"23:13:15";"0";"0";"0";"0";"0"
"2700";"23:13:19";"0";"49";"0";"0";"0"
"2701";"23:13:23";"0";"0";"0";"0";"0"
"2702";"23:13:27";"0";"0";"0";"0";"0"
"2703";"23:13:31";"0";"50";"0";"0";"0"
"2704";"23:13:35";"1";"0";"0";"0";"0"
"2705";"23:13:39";"1";"0";"0";"0";"0"
"2706";"23:13:43";"1";"0";"0";"0";"0"
"2707";"23:13:47";"1";"60";"0";"0";"0"
"2708";"23:13:51";"0";"0";"0";"0";"0"
"2709";"23:13:55";"0";"45";"0";"0";"0"
"2710";"23:13:59";"1";"69";"0";"0";"0"
"2711";"23:14:03";"0";"100";"0";"0";"1"
"2712";"23:14:07";"0";"100";"0";"0";"1"
"2713";"23:14:11";"0";"100";"0";"0";"1"
"2714";"23:14:15";"0";"100";"0";"0";"1"
"2715";"23:14:19";"0";"100";"0";"0";"1"
"2716";"23:14:23";"0";"100";"0";"0";"1"
"2717";"23:14:27";"0";"100";"0";"0";"1"
"2718";"23:14:31";"0";"100";"0";"0";"1"
"2719";"23:14:35";"0";"100";"0";"0";"1"
"2720";"23:14:39";"0";"100";"0";"0";"1"
"2721";"23:14:43";"0";"100";"0";"0";"1"
"2722";"23:14:47";"0";"100";"0";"0";"1"
"2723";"23:14:51";"0";"100";"0";"0";"1"
"2724";"23:14:55";"0";"100";"0";"0";"1"
"2725";"23:14:59";"0";"100";"0";"0";"1"
"2726";"23:15:03";"0";"100";"0";"0";"1"
"2727";"23:15:07";"0";"100";"0";"0";"1"
"2728";"23:15:11";"0";"100";"0";"0";"1"
"2729";"23:15:16";"0";"100";"0";"0";"1"
"2730";"23:15:20";"0";"100";"0";"0";"1"
"2731";"23:15:24";"0";"100";"0";"0";"1"
"2732";"23:15:28";"0";"100";"0";"0";"1"
"2733";"23:15:32";"0";"100";"0";"0";"1"
"2734";"23:15:36";"0";"100";"0";"0";"1"
"2735";"23:15:40";"0";"100";"0";"0";"1"
"2736";"23:15:44";"0";"100";"0";"0";"1"
"2737";"23:15:50";"0";"100";"0";"0";"1"
"2738";"23:15:54";"0";"100";"0";"0";"1"
"2739";"23:15:58";"0";"100";"0";"0";"1"
"2740";"23:16:02";"0";"100";"0";"0";"1"
"2741";"23:16:06";"0";"100";"0";"0";"1"
"2742";"23:16:10";"0";"100";"0";"0";"1"
"2743";"23:16:14";"0";"100";"0";"0";"1"
"2744";"23:16:18";"0";"100";"0";"0";"1"
"2745";"23:16:22";"0";"100";"0";"0";"1"
"2746";"23:16:26";"0";"100";"0";"0";"1"
"2747";"23:16:30";"0";"100";"0";"0";"1"
"2748";"23:16:34";"0";"100";"0";"0";"1"
"2749";"23:16:38";"0";"100";"0";"0";"1"
"2750";"23:16:42";"0";"100";"0";"0";"1"
"2751";"23:16:47";"0";"100";"0";"0";"1"
"2752";"23:16:51";"0";"100";"0";"0";"1"
"2753";"23:16:55";"0";"100";"0";"0";"1"
"2754";"23:16:59";"0";"100";"0";"0";"1"
"2755";"23:17:03";"0";"100";"0";"0";"1"
"2756";"23:17:07";"0";"100";"0";"0";"1"
"2757";"23:17:11";"0";"100";"0";"0";"1"
"2758";"23:17:15";"0";"100";"0";"0";"1"
"2759";"23:17:21";"0";"100";"0";"0";"1"
"2760";"23:17:25";"0";"100";"0";"0";"1"
"2761";"23:17:29";"0";"100";"0";"0";"1"
"2762";"23:17:33";"0";"100";"0";"0";"1"
"2763";"23:17:37";"0";"100";"0";"0";"1"
"2764";"23:17:41";"0";"100";"0";"0";"1"
"2765";"23:17:45";"0";"100";"0";"0";"1"
"2766";"23:17:49";"0";"100";"0";"0";"1"
"2767";"23:17:54";"0";"100";"0";"0";"1"
"2768";"23:17:58";"0";"100";"0";"0";"1"
"2769";"23:18:02";"0";"100";"0";"0";"1"
"2770";"23:18:06";"0";"100";"0";"0";"1"
"2771";"23:18:10";"0";"100";"0";"0";"1"
"2772";"23:18:14";"0";"100";"0";"0";"1"
"2773";"23:18:18";"0";"100";"0";"0";"1"
"2774";"23:18:22";"0";"100";"0";"0";"1"
"2775";"23:18:26";"0";"100";"0";"0";"1"
"2776";"23:18:30";"0";"100";"0";"0";"1"
"2777";"23:18:34";"0";"100";"0";"0";"1"
"2778";"23:18:38";"0";"100";"0";"0";"1"
"2779";"23:18:42";"0";"100";"0";"0";"1"
"2780";"23:18:46";"0";"100";"0";"0";"1"
"2781";"23:18:50";"0";"100";"0";"0";"1"
"2782";"23:18:54";"0";"100";"0";"0";"1"
"2783";"23:18:58";"0";"100";"0";"0";"1"
"2784";"23:19:02";"0";"100";"0";"0";"1"
"2785";"23:19:06";"0";"100";"0";"0";"1"
"2786";"23:19:10";"0";"100";"0";"0";"1"
"2787";"23:19:14";"0";"100";"0";"0";"1"
"2788";"23:19:18";"0";"5";"0";"0";"0"
"2789";"23:19:22";"0";"0";"0";"0";"0"
"2790";"23:19:26";"0";"45";"0";"0";"0"
"2791";"23:19:30";"0";"13";"0";"0";"0"
"2792";"23:19:34";"0";"0";"0";"0";"0"
"2793";"23:19:38";"1";"81";"0";"0";"0"
"2794";"23:19:43";"0";"0";"0";"0";"0"
"2795";"23:19:47";"0";"19";"0";"0";"0"
"2796";"23:19:51";"1";"100";"1";"0";"0"
"2797";"23:19:55";"1";"0";"0";"1";"0"
"2798";"23:19:59";"1";"100";"1";"0";"0"
"2799";"23:20:03";"1";"75";"0";"0";"0"
"2800";"23:20:07";"1";"0";"0";"0";"0"
"2801";"23:20:11";"1";"0";"0";"0";"0"
"2802";"23:20:15";"1";"66";"0";"0";"0"
"2803";"23:20:19";"1";"100";"1";"0";"0"
"2804";"23:20:23";"1";"0";"0";"1";"0"
"2805";"23:20:27";"1";"100";"1";"0";"0"
"2806";"23:20:31";"1";"0";"0";"0";"0"
"2807";"23:20:35";"0";"0";"0";"0";"0"
"2808";"23:20:39";"0";"100";"0";"0";"1"
"2809";"23:20:43";"0";"100";"0";"0";"1"
"2810";"23:20:47";"0";"100";"0";"0";"1"
"2811";"23:20:51";"0";"100";"0";"0";"1"
"2812";"23:20:55";"0";"100";"0";"0";"1"
"2813";"23:20:59";"0";"100";"0";"0";"1"
"2814";"23:21:03";"0";"100";"0";"0";"1"
"2815";"23:21:07";"0";"100";"0";"0";"1"
"2816";"23:21:11";"0";"100";"0";"0";"1"
"2817";"23:21:15";"0";"100";"0";"0";"1"
"2818";"23:21:19";"0";"100";"0";"0";"1"
"2819";"23:21:23";"0";"100";"0";"0";"1"
"2820";"23:21:27";"0";"100";"0";"0";"1"
"2821";"23:21:31";"0";"100";"0";"0";"1"
"2822";"23:21:36";"0";"100";"0";"0";"1"
"2823";"23:21:40";"0";"100";"0";"0";"1"
"2824";"23:21:44";"0";"100";"0";"0";"1"
"2825";"23:21:48";"0";"100";"0";"0";"1"
"2826";"23:21:52";"0";"100";"0";"0";"1"
"2827";"23:21:56";"0";"100";"0";"0";"1"
"2828";"23:22:00";"0";"100";"0";"0";"1"
"2829";"23:22:04";"0";"100";"0";"0";"1"
"2830";"23:22:08";"0";"100";"0";"0";"1"
"2831";"23:22:12";"0";"100";"0";"0";"1"
"2832";"23:22:16";"0";"100";"0";"0";"1"
"2833";"23:22:20";"0";"100";"0";"0";"1"
"2834";"23:22:24";"0";"100";"0";"0";"1"
"2835";"23:22:28";"0";"100";"0";"0";"1"
"2836";"23:22:32";"0";"100";"0";"0";"1"
"2837";"23:22:36";"0";"100";"0";"0";"1"
"2838";"23:22:40";"0";"100";"0";"0";"1"
"2839";"23:22:44";"0";"100";"0";"0";"1"
"2840";"23:22:48";"0";"100";"0";"0";"1"
"2841";"23:22:52";"0";"100";"0";"0";"1"
"2842";"23:22:56";"0";"100";"0";"0";"1"
"2843";"23:23:00";"0";"100";"0";"0";"1"
"2844";"23:23:04";"0";"100";"0";"0";"1"
"2845";"23:23:08";"0";"100";"0";"0";"1"
"2846";"23:23:12";"0";"100";"0";"0";"1"
"2847";"23:23:16";"0";"100";"0";"0";"1"
"2848";"23:23:20";"0";"100";"0";"0";"1"
"2849";"23:23:25";"0";"100";"0";"0";"1"
"2850";"23:23:29";"0";"100";"0";"0";"1"
"2851";"23:23:33";"0";"100";"0";"0";"1"
"2852";"23:23:37";"0";"100";"0";"0";"1"
"2853";"23:23:41";"0";"100";"0";"0";"1"
"2854";"23:23:45";"0";"100";"0";"0";"1"
"2855";"23:23:49";"0";"100";"0";"0";"1"
"2856";"23:23:53";"0";"100";"0";"0";"1"
"2857";"23:23:57";"0";"100";"0";"0";"1"
"2858";"23:24:01";"0";"100";"0";"0";"1"
"2859";"23:24:05";"0";"100";"0";"0";"1"
"2860";"23:24:09";"0";"100";"0";"0";"1"
"2861";"23:24:13";"0";"100";"0";"0";"1"
"2862";"23:24:17";"0";"100";"0";"0";"1"
"2863";"23:24:21";"0";"100";"0";"0";"1"
"2864";"23:24:25";"0";"100";"0";"0";"1"
"2865";"23:24:29";"0";"100";"0";"0";"1"
"2866";"23:24:33";"0";"100";"0";"0";"1"
"2867";"23:24:37";"0";"100";"0";"0";"1"
"2868";"23:24:41";"0";"100";"0";"0";"1"
"2869";"23:24:45";"0";"100";"0";"0";"1"
"2870";"23:24:49";"0";"100";"0";"0";"1"
"2871";"23:24:53";"0";"100";"0";"0";"1"
"2872";"23:24:57";"0";"100";"0";"0";"1"
"2873";"23:25:01";"0";"100";"0";"0";"1"
"2874";"23:25:05";"0";"100";"0";"0";"1"
"2875";"23:25:09";"0";"100";"0";"0";"1"
"2876";"23:25:13";"0";"100";"0";"0";"1"
"2877";"23:25:17";"0";"100";"0";"0";"1"
"2878";"23:25:21";"0";"100";"0";"0";"1"
"2879";"23:25:26";"0";"100";"0";"0";"1"
"2880";"23:25:30";"0";"100";"0";"0";"1"
"2881";"23:25:34";"0";"100";"0";"0";"1"
"2882";"23:25:38";"0";"100";"0";"0";"1"
"2883";"23:25:42";"0";"100";"0";"0";"1"
"2884";"23:25:46";"0";"100";"0";"0";"1"
"2885";"23:25:50";"1";"0";"0";"1";"0"
"2886";"23:25:54";"1";"100";"1";"0";"0"
"2887";"23:25:58";"1";"100";"1";"0";"0"
"2888";"23:26:02";"1";"0";"0";"1";"0"
"2889";"23:26:06";"1";"100";"1";"0";"0"
"2890";"23:26:10";"1";"100";"1";"0";"0"
"2891";"23:26:14";"1";"100";"1";"0";"0"
"2892";"23:26:18";"1";"0";"0";"0";"0"
"2893";"23:26:22";"1";"0";"0";"1";"0"
"2894";"23:26:26";"1";"100";"1";"0";"0"
"2895";"23:26:30";"1";"0";"0";"0";"0"
"2896";"23:26:34";"0";"48";"0";"0";"0"
"2897";"23:26:38";"0";"54";"0";"0";"0"
"2898";"23:26:42";"1";"0";"0";"1";"0"
"2899";"23:26:46";"0";"0";"0";"0";"0"
"2900";"23:26:50";"1";"0";"0";"1";"0"
"2901";"23:26:54";"0";"51";"0";"0";"0"
"2902";"23:26:58";"0";"49";"0";"0";"0"
"2903";"23:27:02";"0";"53";"0";"0";"0"
"2904";"23:27:06";"0";"35";"0";"0";"0"
"2905";"23:27:10";"0";"100";"0";"0";"1"
"2906";"23:27:15";"0";"100";"0";"0";"1"
"2907";"23:27:19";"0";"100";"0";"0";"1"
"2908";"23:27:23";"0";"100";"0";"0";"1"
"2909";"23:27:27";"0";"100";"0";"0";"1"
"2910";"23:27:31";"0";"100";"0";"0";"1"
"2911";"23:27:35";"0";"100";"0";"0";"1"
"2912";"23:27:39";"0";"100";"0";"0";"1"
"2913";"23:27:43";"0";"100";"0";"0";"1"
"2914";"23:27:47";"0";"100";"0";"0";"1"
"2915";"23:27:51";"0";"100";"0";"0";"1"
"2916";"23:27:55";"0";"100";"0";"0";"1"
"2917";"23:27:59";"0";"100";"0";"0";"1"
"2918";"23:28:03";"0";"100";"0";"0";"1"
"2919";"23:28:07";"0";"100";"0";"0";"1"
"2920";"23:28:11";"0";"100";"0";"0";"1"
"2921";"23:28:15";"0";"100";"0";"0";"1"
"2922";"23:28:19";"0";"100";"0";"0";"1"
"2923";"23:28:23";"0";"100";"0";"0";"1"
"2924";"23:28:27";"0";"100";"0";"0";"1"
"2925";"23:28:31";"0";"100";"0";"0";"1"
"2926";"23:28:35";"0";"100";"0";"0";"1"
"2927";"23:28:39";"0";"100";"0";"0";"1"
"2928";"23:28:43";"0";"100";"0";"0";"1"
"2929";"23:28:47";"0";"100";"0";"0";"1"
"2930";"23:28:51";"0";"100";"0";"0";"1"
"2931";"23:28:55";"0";"100";"0";"0";"1"
"2932";"23:28:59";"0";"100";"0";"0";"1"
"2933";"23:29:03";"0";"100";"0";"0";"1"
"2934";"23:29:07";"0";"100";"0";"0";"1"
"2935";"23:29:12";"0";"100";"0";"0";"1"
"2936";"23:29:16";"0";"100";"0";"0";"1"
"2937";"23:29:20";"0";"100";"0";"0";"1"
"2938";"23:29:24";"0";"100";"0";"0";"1"
"2939";"23:29:28";"0";"100";"0";"0";"1"
"2940";"23:29:32";"0";"100";"0";"0";"1"
"2941";"23:29:36";"0";"100";"0";"0";"1"
"2942";"23:29:40";"0";"100";"0";"0";"1"
"2943";"23:29:44";"0";"100";"0";"0";"1"
"2944";"23:29:48";"0";"100";"0";"0";"1"
"2945";"23:29:52";"0";"100";"0";"0";"1"
"2946";"23:29:56";"0";"100";"0";"0";"1"
"2947";"23:30:00";"0";"100";"0";"0";"1"
"2948";"23:30:04";"0";"100";"0";"0";"1"
"2949";"23:30:08";"0";"100";"0";"0";"1"
"2950";"23:30:12";"0";"100";"0";"0";"1"
"2951";"23:30:16";"0";"100";"0";"0";"1"
"2952";"23:30:20";"0";"100";"0";"0";"1"
"2953";"23:30:24";"0";"100";"0";"0";"1"
"2954";"23:30:28";"0";"100";"0";"0";"1"
"2955";"23:30:32";"0";"100";"0";"0";"1"
"2956";"23:30:36";"0";"100";"0";"0";"1"
"2957";"23:30:40";"0";"100";"0";"0";"1"
"2958";"23:30:44";"0";"100";"0";"0";"1"
"2959";"23:30:48";"0";"100";"0";"0";"1"
"2960";"23:30:52";"0";"100";"0";"0";"1"
"2961";"23:30:56";"0";"100";"0";"0";"1"
"2962";"23:31:00";"0";"100";"0";"0";"1"
"2963";"23:31:04";"0";"100";"0";"0";"1"
"2964";"23:31:09";"0";"100";"0";"0";"1"
"2965";"23:31:13";"0";"100";"0";"0";"1"
"2966";"23:31:17";"0";"100";"0";"0";"1"
"2967";"23:31:21";"0";"100";"0";"0";"1"
"2968";"23:31:25";"0";"100";"0";"0";"1"
"2969";"23:31:29";"0";"100";"0";"0";"1"
"2970";"23:31:33";"0";"100";"0";"0";"1"
"2971";"23:31:37";"0";"100";"0";"0";"1"
"2972";"23:31:41";"0";"100";"0";"0";"1"
"2973";"23:31:45";"0";"100";"0";"0";"1"
"2974";"23:31:49";"0";"100";"0";"0";"1"
"2975";"23:31:53";"0";"100";"0";"0";"1"
"2976";"23:31:57";"0";"100";"0";"0";"1"
"2977";"23:32:01";"0";"100";"0";"0";"1"
"2978";"23:32:05";"0";"100";"0";"0";"1"
"2979";"23:32:09";"0";"100";"0";"0";"1"
"2980";"23:32:13";"0";"100";"0";"0";"1"
"2981";"23:32:17";"0";"100";"0";"0";"1"
"2982";"23:32:21";"1";"100";"1";"0";"0"
"2983";"23:32:25";"0";"0";"0";"0";"0"
"2984";"23:32:29";"0";"0";"0";"0";"0"
"2985";"23:32:33";"0";"21";"0";"0";"0"
"2986";"23:32:37";"1";"59";"0";"0";"0"
"2987";"23:32:41";"0";"39";"0";"0";"0"
"2988";"23:32:45";"0";"37";"0";"0";"0"
"2989";"23:32:49";"0";"47";"0";"0";"0"
"2990";"23:32:54";"1";"58";"0";"0";"0"
"2991";"23:32:58";"1";"100";"1";"0";"0"
"2992";"23:33:02";"1";"100";"1";"0";"0"
"2993";"23:33:06";"1";"0";"0";"0";"0"
"2994";"23:33:10";"0";"45";"0";"0";"0"
"2995";"23:33:14";"0";"0";"0";"0";"0"
"2996";"23:33:18";"0";"51";"0";"0";"0"
"2997";"23:33:22";"1";"100";"1";"0";"0"
"2998";"23:33:26";"1";"83";"0";"0";"0"
"2999";"23:33:30";"1";"100";"1";"0";"0"
"3000";"23:33:34";"1";"0";"0";"0";"0"
"3001";"23:33:38";"1";"91";"0";"0";"0"
"3002";"23:33:42";"0";"100";"0";"0";"1"
"3003";"23:33:46";"0";"100";"0";"0";"1"
"3004";"23:33:50";"0";"100";"0";"0";"1"
"3005";"23:33:54";"0";"100";"0";"0";"1"
"3006";"23:33:58";"0";"100";"0";"0";"1"
"3007";"23:34:02";"0";"100";"0";"0";"1"
"3008";"23:34:06";"0";"100";"0";"0";"1"
"3009";"23:34:10";"0";"100";"0";"0";"1"
"3010";"23:34:14";"0";"100";"0";"0";"1"
"3011";"23:34:18";"0";"100";"0";"0";"1"
"3012";"23:34:22";"0";"100";"0";"0";"1"
"3013";"23:34:26";"0";"100";"0";"0";"1"
"3014";"23:34:30";"0";"100";"0";"0";"1"
"3015";"23:34:34";"0";"100";"0";"0";"1"
"3016";"23:34:38";"0";"100";"0";"0";"1"
"3017";"23:34:43";"0";"100";"0";"0";"1"
"3018";"23:34:47";"0";"100";"0";"0";"1"
"3019";"23:34:51";"0";"100";"0";"0";"1"
"3020";"23:34:55";"0";"100";"0";"0";"1"
"3021";"23:34:59";"0";"100";"0";"0";"1"
"3022";"23:35:03";"0";"100";"0";"0";"1"
"3023";"23:35:07";"0";"100";"0";"0";"1"
"3024";"23:35:11";"0";"100";"0";"0";"1"
"3025";"23:35:15";"0";"100";"0";"0";"1"
"3026";"23:35:19";"0";"100";"0";"0";"1"
"3027";"23:35:23";"0";"100";"0";"0";"1"
"3028";"23:35:27";"0";"100";"0";"0";"1"
"3029";"23:35:31";"0";"100";"0";"0";"1"
"3030";"23:35:35";"0";"100";"0";"0";"1"
"3031";"23:35:39";"0";"100";"0";"0";"1"
"3032";"23:35:43";"0";"100";"0";"0";"1"
"3033";"23:35:47";"0";"100";"0";"0";"1"
"3034";"23:35:51";"0";"100";"0";"0";"1"
"3035";"23:35:55";"0";"100";"0";"0";"1"
"3036";"23:35:59";"0";"100";"0";"0";"1"
"3037";"23:36:03";"0";"100";"0";"0";"1"
"3038";"23:36:07";"0";"100";"0";"0";"1"
"3039";"23:36:11";"0";"100";"0";"0";"1"
"3040";"23:36:15";"0";"100";"0";"0";"1"
"3041";"23:36:19";"0";"100";"0";"0";"1"
"3042";"23:36:23";"0";"100";"0";"0";"1"
"3043";"23:36:27";"0";"100";"0";"0";"1"
"3044";"23:36:31";"0";"100";"0";"0";"1"
"3045";"23:36:35";"0";"100";"0";"0";"1"
"3046";"23:36:40";"0";"100";"0";"0";"1"
"3047";"23:36:44";"0";"100";"0";"0";"1"
"3048";"23:36:48";"0";"100";"0";"0";"1"
"3049";"23:36:52";"0";"100";"0";"0";"1"
"3050";"23:36:56";"0";"100";"0";"0";"1"
"3051";"23:37:00";"0";"100";"0";"0";"1"
"3052";"23:37:04";"0";"100";"0";"0";"1"
"3053";"23:37:08";"0";"100";"0";"0";"1"
"3054";"23:37:12";"0";"100";"0";"0";"1"
"3055";"23:37:16";"0";"100";"0";"0";"1"
"3056";"23:37:20";"0";"100";"0";"0";"1"
"3057";"23:37:24";"0";"100";"0";"0";"1"
"3058";"23:37:28";"0";"100";"0";"0";"1"
"3059";"23:37:32";"0";"100";"0";"0";"1"
"3060";"23:37:36";"0";"100";"0";"0";"1"
"3061";"23:37:40";"0";"100";"0";"0";"1"
"3062";"23:37:44";"0";"100";"0";"0";"1"
"3063";"23:37:48";"0";"100";"0";"0";"1"
"3064";"23:37:52";"0";"100";"0";"0";"1"
"3065";"23:37:56";"0";"100";"0";"0";"1"
"3066";"23:38:00";"0";"100";"0";"0";"1"
"3067";"23:38:04";"0";"100";"0";"0";"1"
